,traffic_flow,travel_time
401.0,9.0,57.1244444444
402.0,12.0,69.3833333333
403.0,23.0,67.1373913043
404.0,12.0,69.9816666667
405.0,15.0,63.7646666667
406.0,11.0,52.0245454545
407.0,7.0,66.5171428571
408.0,9.0,66.8055555556
409.0,12.0,67.7158333333
410.0,10.0,62.29
411.0,12.0,73.2833333333
412.0,16.0,62.305
413.0,10.0,61.27
414.0,9.0,51.9344444444
415.0,9.0,53.8811111111
416.0,5.0,82.768
417.0,5.0,60.29
418.0,6.0,55.0983333333
419.0,9.0,79.4444444444
420.0,7.0,69.1085714286
421.0,8.0,56.96875
422.0,15.0,62.948
423.0,2.0,44.815
424.0,2.0,74.435
425.0,2.0,56.11
426.0,7.0,49.8171428571
427.0,2.0,55.885
428.0,3.0,51.3766666667
429.0,2.0,32.145
430.0,1.66666666667,35.2266666667
431.0,1.33333333333,38.3083333333
432.0,1.0,41.39
433.0,3.0,67.3433333333
434.0,2.0,46.0666666667
435.0,1.0,24.79
436.0,1.0,38.8
437.0,1.0,66.79
438.0,1.0,51.03
439.0,2.0,89.17
440.0,2.0,45.445
441.0,1.5,40.3875
442.0,1.0,35.33
443.0,1.33333333333,44.14
444.0,1.66666666667,52.95
445.0,2.0,61.76
446.0,5.0,61.958
447.0,1.0,39.27
448.0,3.0,51.22
449.0,3.0,42.7766666667
450.0,8.0,50.70125
451.0,4.0,40.385
452.0,4.0,63.42
453.0,12.0,66.7208333333
454.0,12.0,67.6791666667
455.0,4.0,49.1925
456.0,3.0,114.193333333
457.0,3.0,67.1266666667
458.0,9.0,69.4066666667
459.0,8.0,71.625
460.0,14.0,64.88
461.0,9.0,62.3577777778
462.0,10.0,76.721
463.0,5.0,52.528
464.0,18.0,63.7216666667
465.0,11.0,65.5063636364
466.0,12.0,59.1241666667
467.0,8.0,56.80125
468.0,5.0,47.826
469.0,7.0,56.2942857143
470.0,7.0,61.5485714286
471.0,14.0,75.4564285714
472.0,11.0,51.8181818182
473.0,14.0,59.3564285714
474.0,9.0,55.1377777778
475.0,7.0,56.11
476.0,11.0,57.2318181818
477.0,14.0,70.5385714286
478.0,2.0,55.0
479.0,12.0,60.115
480.0,9.0,64.1788888889
481.0,17.0,59.9082352941
482.0,8.0,74.66375
483.0,6.0,65.0883333333
484.0,6.0,81.535
485.0,11.0,58.2736363636
486.0,7.0,61.9628571429
487.0,9.0,68.6311111111
488.0,10.0,51.465
489.0,4.0,62.705
490.0,6.0,59.2066666667
491.0,7.0,72.5671428571
492.0,6.0,66.4133333333
493.0,6.0,65.7033333333
494.0,6.0,59.015
495.0,6.0,71.1216666667
496.0,7.0,64.6571428571
497.0,5.0,39.508
498.0,4.0,70.76
499.0,10.0,47.574
500.0,5.0,93.974
501.0,5.0,74.754
502.0,4.0,38.8475
503.0,3.5,52.1370833333
504.0,3.0,65.4266666667
505.0,1.0,36.9
506.0,1.0,37.4166666667
507.0,1.0,37.9333333333
508.0,1.0,38.45
509.0,4.0,45.9125
510.0,1.0,65.5
511.0,2.0,48.605
512.0,1.0,54.75
513.0,1.0,52.39
514.0,1.0,49.88
515.0,1.0,47.37
516.0,1.0,44.86
517.0,1.0,21.35
518.0,2.0,43.23
519.0,6.0,56.625
520.0,2.0,34.33
521.0,5.0,89.194
522.0,3.0,29.6366666667
523.0,6.0,68.0166666667
524.0,9.0,55.2755555556
525.0,8.0,64.6
526.0,12.0,89.5025
527.0,3.0,73.15
528.0,12.0,77.8308333333
529.0,19.0,74.4473684211
530.0,13.0,72.7415384615
531.0,10.0,82.389
532.0,11.0,54.5309090909
533.0,9.0,76.3088888889
534.0,16.0,62.431875
535.0,14.0,55.9828571429
536.0,12.0,56.9633333333
537.0,12.0,49.6158333333
538.0,9.0,64.6966666667
539.0,7.0,54.7442857143
540.0,6.0,46.7616666667
541.0,5.0,52.676
542.0,14.0,47.1492857143
543.0,11.0,61.0563636364
544.0,12.0,65.5566666667
545.0,7.0,54.7
546.0,11.0,72.0027272727
547.0,11.0,56.0036363636
548.0,6.0,63.9133333333
549.0,11.0,52.4209090909
550.0,8.0,54.43125
551.0,14.0,59.0242857143
552.0,10.0,76.39
553.0,13.0,63.53
554.0,8.0,89.76625
555.0,10.0,66.046
556.0,9.0,71.7744444444
557.0,7.0,80.0514285714
558.0,5.0,101.498
559.0,10.0,82.186
560.0,4.0,95.3475
561.0,11.0,70.2481818182
562.0,8.0,77.1625
563.0,9.0,72.3166666667
564.0,11.0,79.3890909091
565.0,3.0,79.67
566.0,3.0,59.82
567.0,7.0,58.8571428571
568.0,8.0,50.35875
569.0,6.0,61.4083333333
570.0,3.0,56.2366666667
571.0,2.0,39.315
572.0,9.0,58.7333333333
573.0,3.0,41.1033333333
574.0,3.0,68.8933333333
575.0,4.0,54.7925
576.0,2.0,49.58
577.0,1.0,38.4
578.0,3.0,24.4566666667
579.0,2.5,37.9083333333
580.0,2.0,51.36
581.0,3.0,31.5833333333
582.0,3.0,58.17
583.0,2.0,48.45
584.0,1.0,38.73
585.0,1.0,46.97
586.0,5.0,65.996
587.0,1.0,64.55
588.0,4.0,52.3525
589.0,3.0,49.3133333333
590.0,3.0,59.5233333333
591.0,1.0,46.67
592.0,6.0,39.8433333333
593.0,3.0,36.3666666667
594.0,1.0,23.06
595.0,5.0,77.396
596.0,5.0,74.658
597.0,5.0,91.734
598.0,12.0,79.5741666667
599.0,12.0,80.4025
600.0,12.0,82.9183333333
601.0,10.0,100.473
602.0,5.0,99.374
603.0,14.0,64.9385714286
604.0,15.0,65.9753333333
605.0,8.0,52.54625
606.0,8.0,77.58
607.0,10.0,67.467
608.0,15.0,63.6193333333
609.0,8.0,62.77
610.0,7.0,48.1314285714
611.0,13.0,46.4961538462
612.0,5.0,43.466
613.0,9.0,53.1711111111
614.0,8.0,79.28125
615.0,14.0,55.035
616.0,5.0,57.956
617.0,5.0,62.094
618.0,10.0,69.229
619.0,8.0,49.91
620.0,9.0,59.3977777778
621.0,17.0,55.4105882353
622.0,20.0,71.556
623.0,4.0,90.5625
624.0,10.0,51.728
625.0,14.0,71.2642857143
626.0,9.0,80.8811111111
627.0,8.0,69.69875
628.0,11.0,82.4472727273
629.0,9.0,89.6388888889
630.0,12.0,85.7158333333
631.0,8.0,59.8675
632.0,15.0,53.7446666667
633.0,7.0,79.15
634.0,8.0,56.155
635.0,2.0,46.935
636.0,14.0,75.0528571429
637.0,5.0,47.38
638.0,4.0,63.7175
639.0,6.0,58.8283333333
640.0,10.0,65.047
641.0,2.0,47.58
642.0,7.0,58.5028571429
643.0,7.0,61.1514285714
644.0,5.0,56.4223809524
645.0,3.0,51.6933333333
646.0,2.0,53.31
647.0,3.0,46.3633333333
648.0,1.0,43.6
649.0,2.5,49.045
650.0,4.0,54.49
651.0,2.5,45.93
652.0,1.0,37.37
653.0,1.0,41.78
654.0,1.0,46.19
655.0,2.0,50.425
656.0,2.0,46.305
657.0,2.0,42.75
658.0,1.0,40.91
659.0,4.0,43.64
660.0,3.0,36.3925
661.0,2.0,29.145
662.0,2.0,24.675
663.0,1.0,37.11
664.0,1.0,44.85
665.0,4.0,49.9725
666.0,4.0,44.2575
667.0,2.0,55.885
668.0,4.0,64.15
669.0,3.0,56.91
670.0,8.0,63.1625
671.0,6.0,65.3883333333
672.0,17.0,82.5117647059
673.0,18.0,72.7894444444
674.0,15.0,72.58
675.0,9.0,78.4511111111
676.0,7.33333333333,76.3299074074
677.0,5.66666666667,74.2087037037
678.0,4.0,72.0875
679.0,4.0,57.92
680.0,9.0,74.1544444444
681.0,8.0,57.05625
682.0,5.0,70.13
683.0,9.0,55.2622222222
684.0,10.0,48.528
685.0,7.0,72.9828571429
686.0,18.0,70.9344444444
687.0,5.0,52.358
688.0,9.0,53.7888888889
689.0,11.0,54.2527272727
690.0,13.0,66.9269230769
691.0,8.0,58.9725
692.0,9.0,51.0444444444
693.0,6.0,47.21
694.0,6.0,55.3416666667
695.0,6.0,52.39
696.0,14.0,68.475
697.0,13.0,64.4738461538
698.0,8.0,59.545
699.0,8.0,81.96625
700.0,7.0,76.8585714286
701.0,6.0,82.88
702.0,5.0,69.244
703.0,10.0,70.97
704.0,9.0,76.3344444444
705.0,15.0,76.28
706.0,5.0,83.44
707.0,12.0,63.8875
708.0,17.0,76.0523529412
709.0,3.0,54.3133333333
710.0,2.0,62.015
711.0,9.0,75.3
712.0,6.0,61.615
713.0,4.0,71.365
714.0,5.0,68.368
715.0,4.0,55.6775
716.0,2.0,57.505
717.0,4.0,60.8775
718.0,8.0,70.23375
719.0,1.0,49.68
720.0,3.0,44.3766666667
721.0,2.0,41.58
722.0,1.0,38.79
723.0,2.0,48.12
724.0,2.0,73.58
725.0,2.0,74.0025
726.0,2.0,74.425
727.0,2.0,52.4375
728.0,2.0,30.45
729.0,1.0,70.47
730.0,5.0,30.914
731.0,6.0,42.2616666667
732.0,3.0,42.9966666667
733.0,2.0,59.77
734.0,3.0,44.0933333333
735.0,2.0,51.87
736.0,2.0,44.87
737.0,2.0,74.71
738.0,3.0,41.71
739.0,7.0,59.7571428571
740.0,11.0,60.5836363636
741.0,14.0,55.8771428571
742.0,8.0,49.595
743.0,11.0,84.0845454545
744.0,12.0,72.5041666667
745.0,5.0,70.058
746.0,16.0,81.089375
747.0,13.0,69.6169230769
748.0,19.0,86.9568421053
749.0,11.0,64.2145454545
750.0,19.0,73.7236842105
751.0,14.0,57.0485714286
752.0,7.0,71.7985714286
753.0,15.0,78.18
754.0,14.0,68.57
755.0,14.0,51.9957142857
756.0,7.0,66.0585714286
757.0,7.0,64.0957142857
758.0,14.0,58.8142857143
759.0,15.0,67.2953333333
760.0,11.0,69.1863636364
761.0,16.0,64.13125
762.0,19.0,64.4536842105
763.0,12.0,64.2741666667
764.0,9.0,77.6366666667
765.0,18.0,76.9716666667
766.0,13.0,82.1376923077
767.0,12.0,62.6841666667
768.0,15.0,73.948
769.0,12.0,89.3141666667
770.0,16.0,82.05
771.0,16.0,85.554375
772.0,15.0,68.4393333333
773.0,11.0,83.7745454545
774.0,11.0,78.8854545455
775.0,8.0,76.8875
776.0,8.0,50.7875
777.0,7.0,45.5614285714
778.0,9.0,77.5377777778
779.0,11.0,73.0936363636
780.0,13.0,62.7769230769
781.0,8.0,65.86125
782.0,6.0,66.3316666667
783.0,7.0,66.5742857143
784.0,2.0,79.185
785.0,6.0,53.235
786.0,5.0,70.422
787.0,5.0,47.206
788.0,3.0,36.9866666667
789.0,1.0,63.08
790.0,4.0,44.3875
791.0,1.0,54.49
792.0,1.0,79.0866666667
793.0,1.0,103.683333333
794.0,1.0,128.28
795.0,2.0,87.4266666667
796.0,3.0,46.5733333333
797.0,4.0,58.6
798.0,1.0,46.42
799.0,1.5,59.9625
800.0,2.0,73.505
801.0,5.0,41.58
802.0,1.0,68.66
803.0,2.0,58.08
804.0,1.0,40.22
805.0,2.0,44.885
806.0,3.0,46.2466666667
807.0,3.0,95.58
808.0,3.0,39.85
809.0,6.0,45.5633333333
810.0,5.0,50.598
811.0,6.0,44.5383333333
812.0,6.0,54.2233333333
813.0,3.0,47.9133333333
814.0,11.0,55.0736363636
815.0,14.0,63.8814285714
816.0,11.0,74.3781818182
817.0,16.0,66.965
818.0,20.0,78.5035
819.0,17.0,80.7447058824
820.0,18.0,75.1072222222
821.0,9.0,106.743333333
822.0,5.0,97.064
823.0,18.0,73.2205555556
824.0,9.0,98.7833333333
825.0,12.0,68.9733333333
826.0,13.0,53.7653846154
827.0,7.0,51.8871428571
828.0,9.0,60.5133333333
829.0,11.0,68.8154545455
830.0,7.0,43.1314285714
831.0,9.0,52.4155555556
832.0,8.0,59.57125
833.0,16.0,57.41375
834.0,14.0,62.3985714286
835.0,11.0,58.6
836.0,13.0,73.6930769231
837.0,3.0,53.2166666667
838.0,1.0,28.68
839.0,1.0,28.91
840.0,1.0,18.39
841.0,2.0,26.065
842.0,2.0,23.99
843.0,2.0,21.915
844.0,3.0,17.5
845.0,11.0,74.7781818182
846.0,10.0,67.156
847.0,8.0,77.81
848.0,5.0,63.322
849.0,8.0,70.99
850.0,6.0,66.47
851.0,10.0,64.903
852.0,12.0,52.7175
853.0,6.0,69.515
854.0,12.0,55.83
855.0,3.0,54.4833333333
856.0,2.0,69.675
857.0,7.0,66.39
858.0,6.0,69.124
859.0,5.0,71.858
860.0,9.0,95.8655555556
861.0,5.0,88.1727777778
862.0,1.0,80.48
863.0,3.0,55.42
864.0,4.0,54.4675
865.0,3.0,53.3633333333
866.0,3.0,71.8933333333
867.0,2.0,67.2166666667
868.0,1.0,62.54
869.0,6.0,51.84
870.0,1.0,37.54
871.0,3.0,63.61
872.0,3.0,39.76
873.0,1.0,51.09
874.0,4.0,34.565
875.0,3.0,54.7333333333
876.0,2.0,53.295
877.0,2.0,60.16
878.0,2.0,65.49
879.0,4.5,60.94
880.0,7.0,56.39
881.0,3.0,47.3466666667
882.0,1.0,35.76
883.0,4.0,52.2275
884.0,6.0,51.5366666667
885.0,1.0,34.9
886.0,7.0,43.0228571429
887.0,4.0,68.7375
888.0,14.0,59.7364285714
889.0,17.0,70.6805882353
890.0,12.0,68.475
891.0,10.0,61.4
892.0,19.0,75.3910526316
893.0,12.0,54.0841666667
894.0,14.0,69.0307142857
895.0,22.0,56.8440909091
896.0,11.0,78.6390909091
897.0,7.0,75.0157142857
898.0,10.0,45.148
899.0,7.0,75.8728571429
900.0,10.0,43.393
901.0,11.0,58.6109090909
902.0,5.0,59.74
903.0,9.0,61.3211111111
904.0,7.0,52.4671428571
905.0,10.0,55.106
906.0,13.0,54.5715384615
907.0,8.0,54.40125
908.0,10.0,50.737
909.0,11.0,63.94
910.0,9.0,60.4133333333
911.0,16.0,49.58625
912.0,15.0,69.6693333333
913.0,8.0,44.9425
914.0,9.0,70.6533333333
915.0,10.0,56.454
916.0,19.0,55.7726315789
917.0,9.0,85.5044444444
918.0,9.0,69.3711111111
919.0,5.0,48.236
920.0,12.0,63.4125
921.0,4.0,61.82
922.0,6.0,68.005
923.0,6.0,73.9233333333
924.0,8.0,55.30125
925.0,3.0,54.7733333333
926.0,5.0,57.864
927.0,3.0,45.4933333333
928.0,7.0,52.8271428571
929.0,4.0,41.315
930.0,3.0,41.9833333333
931.0,7.0,77.5128571429
932.0,3.0,58.0233333333
933.0,3.0,47.82
934.0,4.0,51.73
935.0,4.0,76.6825
936.0,3.0,42.0966666667
937.0,2.0,46.9883333333
938.0,1.0,51.88
939.0,1.0,40.82
940.0,1.0,57.4
941.0,1.0,53.6
942.0,1.0,49.8
943.0,1.0,46.0
944.0,1.0,83.5
945.0,3.0,53.5666666667
946.0,1.0,18.17
947.0,4.0,53.4175
948.0,3.66666666667,58.485
949.0,3.33333333333,63.5525
950.0,3.0,68.62
951.0,2.5,62.5225
952.0,2.0,56.425
953.0,5.0,54.854
954.0,4.0,44.385
955.0,4.0,58.1975
956.0,7.0,49.1571428571
957.0,12.0,64.605
958.0,12.0,87.6616666667
959.0,15.0,85.32
960.0,13.0,74.7484615385
961.0,6.0,83.5616666667
962.0,10.0,84.453
963.0,22.0,57.6618181818
964.0,11.0,55.7590909091
965.0,9.0,62.14
966.0,11.0,84.8063636364
967.0,12.0,64.5116666667
968.0,6.0,54.1266666667
969.0,11.0,60.2154545455
970.0,4.0,61.0
971.0,10.0,50.482
972.0,8.0,52.89875
973.0,9.0,54.1688888889
974.0,10.0,47.65
975.0,5.0,51.374
976.0,13.0,55.9238461538
977.0,8.0,49.15375
978.0,5.0,42.326
979.0,7.0,66.4814285714
980.0,10.0,64.517
981.0,11.0,67.9609090909
982.0,3.0,47.1266666667
983.0,10.0,55.316
984.0,9.0,47.5633333333
985.0,18.0,53.4472222222
986.0,16.0,76.715625
987.0,13.0,65.4130769231
988.0,6.0,64.3416666667
989.0,9.0,62.09
990.0,5.0,56.002
991.0,4.0,84.705
992.0,10.0,53.077
993.0,4.0,57.265
994.0,10.0,58.221
995.0,3.0,44.2733333333
996.0,11.0,50.5172727273
997.0,7.0,76.5457142857
998.0,3.0,53.34
999.0,4.0,53.1775
1000.0,7.0,48.4557142857
1001.0,2.0,51.16
1002.0,5.0,58.062
1003.0,2.0,46.405
1004.0,4.0,62.2225
1005.0,1.0,47.5
1006.0,2.0,46.725
1007.0,7.0,50.8928571429
1008.0,1.0,34.13
1009.0,1.0,42.472
1010.0,1.0,50.814
1011.0,1.0,59.156
1012.0,1.0,67.498
1013.0,1.0,75.84
1014.0,2.0,41.725
1015.0,2.0,54.755
1016.0,3.0,45.26
1017.0,2.0,58.375
1018.0,1.0,42.11
1019.0,2.0,54.59
1020.0,1.0,42.43
1021.0,1.0,46.31
1022.0,1.0,82.48
1023.0,1.0,58.23
1024.0,5.0,54.84
1025.0,2.0,52.61
1026.0,4.0,49.415
1027.0,3.0,48.3
1028.0,3.0,45.8533333333
1029.0,11.0,66.1081818182
1030.0,9.0,64.3788888889
1031.0,4.0,62.65
1032.0,12.0,83.6975
1033.0,10.0,85.717
