,traffic_flow,travel_time
623.0,3.0,121.73
624.0,2.0,112.94
625.0,3.0,120.08
626.0,7.0,93.9985714286
627.0,2.0,130.695
628.0,3.0,116.126666667
629.0,4.0,121.0925
630.0,3.0,104.303333333
631.0,4.0,81.2575
632.0,6.0,111.703333333
633.0,2.0,164.51
634.0,1.0,98.22
635.0,1.0,127.6
636.0,4.0,118.63
637.0,5.0,157.258
638.0,5.0,153.956
639.0,5.0,108.088
640.0,3.5,98.954
641.0,2.0,89.82
642.0,4.0,110.92
643.0,1.0,161.83
644.0,4.0,89.865
645.0,2.0,124.54
646.0,4.0,154.195
647.0,5.0,135.94
648.0,3.0,111.423333333
649.0,2.0,137.085
650.0,2.0,77.17
651.0,1.0,73.64
652.0,5.0,116.508
653.0,3.5,126.714
654.0,2.0,136.92
655.0,2.0,142.465
656.0,5.0,105.26
657.0,3.0,121.353333333
658.0,1.0,148.1
659.0,2.0,73.985
660.0,3.0,106.66875
661.0,4.0,139.3525
662.0,3.5,140.48375
663.0,3.0,141.615
664.0,2.5,142.74625
665.0,2.0,143.8775
666.0,1.5,145.00875
667.0,1.0,146.14
668.0,1.0,125.68
669.0,1.0,105.22
670.0,2.0,146.94
671.0,1.0,184.12
672.0,3.0,123.526666667
673.0,4.0,135.53
674.0,6.0,158.873333333
675.0,2.0,168.495
676.0,5.0,170.662
677.0,3.0,148.06
678.0,8.0,145.1275
679.0,6.0,149.083333333
680.0,2.0,145.865
681.0,6.0,133.12
682.0,4.0,118.1675
683.0,2.0,103.215
684.0,4.0,110.9925
685.0,3.0,144.913333333
686.0,2.0,116.295
687.0,1.0,75.75
688.0,2.0,144.795
689.0,7.0,112.731428571
690.0,3.0,134.486666667
691.0,7.0,146.53
692.0,5.0,110.638
693.0,3.0,183.846666667
694.0,2.0,199.84
695.0,4.0,133.0575
696.0,8.0,124.07625
697.0,4.0,135.5875
698.0,5.0,151.66
699.0,1.0,167.47
700.0,4.0,100.53
701.0,2.0,180.04
702.0,2.0,82.825
703.0,3.0,131.933333333
704.0,1.0,115.49
705.0,2.0,103.03
706.0,2.0,89.06
707.0,1.0,142.65
708.0,5.0,137.61
709.0,7.0,114.568571429
710.0,1.0,197.46
711.0,6.0,115.796666667
712.0,4.0,93.125
713.0,4.0,136.39
714.0,7.0,146.207142857
715.0,5.0,109.454
716.0,1.0,123.06
717.0,3.0,78.29
718.0,3.0,144.12
719.0,2.0,132.7
720.0,4.0,157.515
721.0,2.0,127.2
722.0,2.0,70.655
723.0,1.5,114.1175
724.0,1.0,157.58
725.0,2.0,162.635
726.0,2.0,149.6675
727.0,2.0,136.7
728.0,2.0,121.33
729.0,4.0,144.276666667
730.0,6.0,167.223333333
731.0,4.0,116.6225
732.0,2.0,58.57
733.0,2.0,124.4
734.0,1.0,137.92
735.0,1.0,90.66
736.0,1.0,86.745
737.0,1.0,82.83
738.0,1.0,35.51
739.0,1.0,84.86
740.0,1.0,134.21
741.0,1.0,204.56
742.0,8.0,132.99125
743.0,1.0,119.21
744.0,2.0,69.46
745.0,5.0,158.572
746.0,5.0,150.274
747.0,5.0,128.224
748.0,3.0,145.053333333
749.0,9.0,142.042222222
750.0,5.0,153.888
751.0,3.0,126.36
752.0,2.0,129.5
753.0,2.0,150.98
754.0,3.0,94.5933333333
755.0,3.0,110.543333333
756.0,4.0,121.3425
757.0,5.0,127.352
758.0,2.0,71.7
759.0,4.0,89.97
760.0,4.0,120.285
761.0,4.0,159.72
762.0,4.0,172.225
763.0,4.0,115.6175
764.0,7.0,154.725714286
765.0,4.0,108.425
766.0,6.0,152.643333333
767.0,1.0,185.81
768.0,2.0,153.475
769.0,5.0,163.33
770.0,5.0,127.548
771.0,5.0,158.552
772.0,2.0,140.18
773.0,5.0,142.516
774.0,4.0,105.8475
775.0,3.0,82.0466666667
776.0,2.0,111.82
777.0,5.0,144.132
778.0,5.0,164.124
779.0,3.0,124.596666667
780.0,1.0,136.24
781.0,3.0,117.313333333
782.0,1.0,61.74
783.0,4.0,132.885
784.0,3.0,125.666666667
785.0,1.0,154.69
786.0,1.0,148.92
787.0,1.0,124.04
788.0,2.0,85.51
789.0,5.0,138.556
790.0,3.0,100.56
791.0,2.0,82.53
792.0,2.0,128.53
793.0,1.0,140.6
794.0,3.0,162.626666667
795.0,2.0,80.645
796.0,5.0,111.552
797.0,2.0,155.925
798.0,2.0,163.28
799.0,1.66666666667,151.69
800.0,1.33333333333,140.1
801.0,1.0,128.51
802.0,1.0,91.39
803.0,1.0,58.55
804.0,1.0,68.87
805.0,1.0,68.29
806.0,1.0,154.07
807.0,1.0,143.4925
808.0,1.0,132.915
809.0,1.0,122.3375
810.0,1.0,111.76
811.0,1.0,74.215
812.0,1.0,36.67
813.0,1.0,182.12
814.0,6.0,82.0316666667
815.0,3.0,106.14
816.0,3.0,131.38
817.0,5.0,159.61
818.0,5.0,132.742
819.0,4.0,127.71
820.0,4.0,143.97
821.0,3.0,108.99
822.0,3.0,130.63
823.0,3.0,119.57
824.0,4.0,166.32
825.0,14.0,126.457857143
826.0,10.0,119.432
827.0,14.0,141.867857143
828.0,2.0,135.585
829.0,6.0,107.896666667
830.0,4.0,129.85
831.0,2.0,171.735
832.0,7.0,150.88
833.0,5.0,131.42
834.0,5.0,150.852
835.0,3.0,116.73
836.0,4.0,123.8125
837.0,2.0,121.625
838.0,3.0,132.236666667
839.0,3.0,141.423333333
840.0,1.0,196.38
841.0,2.0,123.025
842.0,6.0,117.655
843.0,4.0,145.2275
844.0,3.0,138.76
845.0,6.0,127.595
846.0,2.0,114.32
847.0,2.0,105.525
848.0,3.0,152.116666667
849.0,2.0,110.155
850.0,1.0,146.52
851.0,2.0,119.61
852.0,6.0,120.723333333
853.0,3.0,118.863333333
854.0,3.0,91.51
855.0,2.0,141.975
856.0,3.0,122.166666667
857.0,3.0,120.786666667
858.0,3.0,119.406666667
859.0,2.0,105.135
860.0,1.0,145.21
861.0,4.0,111.2775
862.0,3.0,81.13
863.0,1.0,188.72
864.0,3.0,124.28
865.0,2.0,119.21
866.0,1.83333333333,112.391666667
867.0,1.66666666667,105.573333333
868.0,1.5,98.755
869.0,1.33333333333,91.9366666667
870.0,1.16666666667,85.1183333333
871.0,1.0,78.3
872.0,1.0,118.46
873.0,1.0,158.62
874.0,1.0,159.75
875.0,3.0,88.1133333333
876.0,1.0,148.89
877.0,2.0,138.425
878.0,2.0,121.336666667
879.0,2.0,104.248333333
880.0,2.0,87.16
881.0,2.0,137.22
882.0,1.0,114.63
883.0,1.0,109.74
884.0,3.0,149.943333333
885.0,2.0,164.136666667
886.0,1.0,178.33
887.0,2.0,119.875
888.0,1.0,176.06
889.0,5.0,149.088
890.0,2.0,138.09
891.0,2.0,174.0
892.0,1.0,155.66
893.0,3.0,161.0
894.0,6.0,138.155
895.0,1.0,129.07
896.0,4.0,93.77
897.0,2.0,135.72
898.0,2.0,188.4
899.0,10.0,126.616
900.0,5.0,122.468
901.0,6.0,149.603333333
902.0,3.0,178.133333333
903.0,3.0,151.85
904.0,3.0,127.653333333
905.0,6.0,127.5
906.0,4.0,148.5625
907.0,4.33333333333,141.537666667
908.0,4.66666666667,134.512833333
909.0,5.0,127.488
910.0,8.0,116.90375
911.0,2.0,79.49
912.0,2.0,130.905
913.0,2.0,129.22
914.0,3.0,156.996666667
915.0,4.0,152.77
916.0,1.0,174.69
917.0,2.0,108.4
918.0,3.5,114.026
919.0,5.0,119.652
920.0,6.0,109.51
921.0,5.0,115.3
922.0,3.0,110.14
923.0,3.0,99.59
924.0,4.0,118.1975
925.0,3.5,128.212083333
926.0,3.0,138.226666667
927.0,1.0,142.18
928.0,1.0,52.31
929.0,2.0,152.33
930.0,1.66666666667,136.51
931.0,1.33333333333,120.69
932.0,1.0,104.87
933.0,1.0,139.01
934.0,1.0,93.74
935.0,1.0,105.21
936.0,1.0,116.68
937.0,1.0,128.15
938.0,1.0,139.62
939.0,1.0,151.09
940.0,1.0,162.56
941.0,1.0,174.03
942.0,2.0,127.35
943.0,1.0,97.06
944.0,3.0,104.01
945.0,1.0,57.43
946.0,1.0,133.69
947.0,1.0,118.88
948.0,1.4,117.672666667
949.0,1.8,116.465333333
950.0,2.2,115.258
951.0,2.6,114.050666667
952.0,3.0,112.843333333
953.0,1.0,70.86
954.0,1.5,83.8825
955.0,2.0,96.905
956.0,3.5,127.6685
957.0,5.0,158.432
958.0,2.0,66.71
959.0,4.0,144.8275
960.0,5.0,132.322
961.0,5.0,138.362
962.0,2.0,155.89
963.0,2.0,185.91
964.0,1.0,134.17
965.0,1.0,138.79
966.0,4.0,134.315
967.0,5.0,178.976
968.0,1.0,114.79
969.0,4.0,63.815
970.0,3.0,116.056666667
971.0,6.0,121.558333333
972.0,3.0,143.506666667
973.0,3.0,117.966666667
974.0,3.0,120.916666667
975.0,3.0,107.48
976.0,4.0,79.47
977.0,4.0,137.055
978.0,1.0,216.1
979.0,7.0,125.07
980.0,4.0,151.9
981.0,3.0,127.65
982.0,3.5,119.16
983.0,4.0,110.67
984.0,3.0,127.933333333
985.0,1.0,71.43
986.0,6.0,109.366666667
987.0,2.0,141.92
988.0,4.0,120.3
989.0,4.0,164.275
990.0,1.0,94.01
991.0,3.0,124.936666667
992.0,1.0,178.19
993.0,2.0,112.005
994.0,3.0,138.853333333
995.0,1.0,136.55
996.0,1.0,196.7
997.0,1.5,174.3825
998.0,2.0,152.065
999.0,1.0,71.02
1000.0,1.0,123.17
1001.0,3.0,89.2166666667
1002.0,6.0,85.3716666667
1003.0,3.5,68.6958333333
1004.0,1.0,52.02
1005.0,1.0,100.36
1006.0,1.0,144.07
1007.0,3.0,101.84
1008.0,2.33333333333,84.4533333333
1009.0,1.66666666667,67.0666666667
1010.0,1.0,49.68
1011.0,1.0,62.7225
1012.0,1.0,75.765
1013.0,1.0,88.8075
1014.0,1.0,101.85
1015.0,1.0,100.478
1016.0,1.0,99.106
1017.0,1.0,97.734
1018.0,1.0,96.362
1019.0,1.0,94.99
1020.0,1.16666666667,93.86
1021.0,1.33333333333,92.73
1022.0,1.5,91.6
1023.0,1.66666666667,90.47
1024.0,1.83333333333,89.34
1025.0,2.0,88.21
1026.0,1.5,74.575
1027.0,1.0,60.94
1028.0,3.0,68.7733333333
1029.0,2.0,69.99
1030.0,2.5,104.825
1031.0,3.0,139.66
1032.0,2.0,219.25
1033.0,2.0,95.165
1034.0,3.0,136.756666667
1035.0,3.0,170.0
1036.0,3.0,145.096666667
1037.0,2.0,163.99
1038.0,3.0,114.25
1039.0,9.0,141.89
1040.0,4.0,149.37
1041.0,6.0,112.951666667
1042.0,1.0,90.85
1043.0,1.0,127.87
1044.0,3.0,89.18
1045.0,1.0,93.97
1046.0,6.0,136.265
1047.0,1.0,142.74
1048.0,3.0,108.853333333
1049.0,1.0,213.54
1050.0,1.0,90.35
1051.0,4.0,125.62
1052.0,3.0,152.65
1053.0,1.0,162.89
1054.0,3.0,114.123333333
1055.0,4.0,145.995
1056.0,5.0,96.63
1057.0,3.0,145.876666667
1058.0,5.0,133.022
1059.0,2.0,112.075
1060.0,6.0,103.243333333
1061.0,1.0,101.12
1062.0,3.0,103.113333333
1063.0,3.0,117.043333333
1064.0,1.0,77.72
1065.0,3.0,113.883333333
1066.0,4.0,98.125
1067.0,1.0,75.11
1068.0,1.0,129.3
1069.0,2.0,122.555
1070.0,1.0,57.34
1071.0,5.0,74.858
1072.0,1.0,211.1
1073.0,4.0,100.585
1074.0,2.0,119.73
1075.0,3.0,153.61
1076.0,1.0,35.11
1077.0,1.0,81.045
1078.0,1.0,126.98
1079.0,1.0,139.79
1080.0,1.0,152.6
1081.0,1.0,55.79
1082.0,1.5,93.1875
1083.0,2.0,130.585
1084.0,3.0,82.9166666667
1085.0,1.0,109.97
1086.0,1.0,114.496363636
1087.0,1.0,119.022727273
1088.0,1.0,123.549090909
1089.0,1.0,128.075454545
1090.0,1.0,132.601818182
1091.0,1.0,137.128181818
