,wind_direction,wind_speed,temperature,rel_humidity
2016-07-21 02:20:00,197.0,1.8,31.1,63.0
2016-07-21 02:40:00,197.0,1.8,31.1,63.0
2016-07-21 03:00:00,210.0,4.6,35.6,47.0
2016-07-21 03:20:00,210.0,4.6,35.6,47.0
2016-07-21 03:40:00,210.0,4.6,35.6,47.0
2016-07-21 04:00:00,210.0,4.6,35.6,47.0
2016-07-21 04:20:00,210.0,4.6,35.6,47.0
2016-07-21 04:40:00,210.0,4.6,35.6,47.0
2016-07-21 05:00:00,210.0,4.6,35.6,47.0
2016-07-21 05:20:00,210.0,4.6,35.6,47.0
2016-07-21 05:40:00,210.0,4.6,35.6,47.0
2016-07-21 06:00:00,205.0,4.7,37.2,44.0
2016-07-21 06:20:00,205.0,4.7,37.2,44.0
2016-07-21 06:40:00,205.0,4.7,37.2,44.0
2016-07-21 07:00:00,205.0,4.7,37.2,44.0
2016-07-21 07:20:00,205.0,4.7,37.2,44.0
2016-07-21 07:40:00,205.0,4.7,37.2,44.0
2016-07-21 08:00:00,205.0,4.7,37.2,44.0
2016-07-21 08:20:00,205.0,4.7,37.2,44.0
2016-07-21 08:40:00,205.0,4.7,37.2,44.0
2016-07-21 09:00:00,195.0,3.2,37.6,42.0
2016-07-21 09:20:00,195.0,3.2,37.6,42.0
2016-07-21 09:40:00,195.0,3.2,37.6,42.0
2016-07-21 10:00:00,195.0,3.2,37.6,42.0
2016-07-21 10:20:00,195.0,3.2,37.6,42.0
2016-07-21 10:40:00,195.0,3.2,37.6,42.0
2016-07-21 11:00:00,195.0,3.2,37.6,42.0
2016-07-21 11:20:00,195.0,3.2,37.6,42.0
2016-07-21 11:40:00,195.0,3.2,37.6,42.0
2016-07-21 12:00:00,258.0,1.6,33.5,53.0
2016-07-21 12:20:00,258.0,1.6,33.5,53.0
2016-07-21 12:40:00,258.0,1.6,33.5,53.0
2016-07-21 13:00:00,258.0,1.6,33.5,53.0
2016-07-21 13:20:00,258.0,1.6,33.5,53.0
2016-07-21 13:40:00,258.0,1.6,33.5,53.0
2016-07-21 14:00:00,258.0,1.6,33.5,53.0
2016-07-21 14:20:00,258.0,1.6,33.5,53.0
2016-07-21 14:40:00,258.0,1.6,33.5,53.0
2016-07-21 15:00:00,208.0,3.2,31.4,66.0
2016-07-21 15:20:00,208.0,3.2,31.4,66.0
2016-07-21 15:40:00,208.0,3.2,31.4,66.0
2016-07-21 16:00:00,208.0,3.2,31.4,66.0
2016-07-21 16:20:00,208.0,3.2,31.4,66.0
2016-07-21 16:40:00,208.0,3.2,31.4,66.0
2016-07-21 17:00:00,208.0,3.2,31.4,66.0
2016-07-21 17:20:00,208.0,3.2,31.4,66.0
2016-07-21 17:40:00,208.0,3.2,31.4,66.0
2016-07-21 18:00:00,207.0,2.4,29.9,70.0
2016-07-21 18:20:00,207.0,2.4,29.9,70.0
2016-07-21 18:40:00,207.0,2.4,29.9,70.0
2016-07-21 19:00:00,207.0,2.4,29.9,70.0
2016-07-21 19:20:00,207.0,2.4,29.9,70.0
2016-07-21 19:40:00,207.0,2.4,29.9,70.0
2016-07-21 20:00:00,207.0,2.4,29.9,70.0
2016-07-21 20:20:00,207.0,2.4,29.9,70.0
2016-07-21 20:40:00,207.0,2.4,29.9,70.0
2016-07-21 21:00:00,199.0,2.5,29.0,75.0
2016-07-21 21:20:00,199.0,2.5,29.0,75.0
2016-07-21 21:40:00,199.0,2.5,29.0,75.0
2016-07-21 22:00:00,199.0,2.5,29.0,75.0
2016-07-21 22:20:00,199.0,2.5,29.0,75.0
2016-07-21 22:40:00,199.0,2.5,29.0,75.0
2016-07-21 23:00:00,199.0,2.5,29.0,75.0
2016-07-21 23:20:00,199.0,2.5,29.0,75.0
2016-07-21 23:40:00,199.0,2.5,29.0,75.0
2016-07-22 00:00:00,194.0,1.9,31.6,68.0
2016-07-22 00:20:00,194.0,1.9,31.6,68.0
2016-07-22 00:40:00,194.0,1.9,31.6,68.0
2016-07-22 01:00:00,194.0,1.9,31.6,68.0
2016-07-22 01:20:00,194.0,1.9,31.6,68.0
2016-07-22 01:40:00,194.0,1.9,31.6,68.0
2016-07-22 02:00:00,194.0,1.9,31.6,68.0
2016-07-22 02:20:00,194.0,1.9,31.6,68.0
2016-07-22 02:40:00,194.0,1.9,31.6,68.0
2016-07-22 03:00:00,212.0,3.0,35.5,51.0
2016-07-22 03:20:00,212.0,3.0,35.5,51.0
2016-07-22 03:40:00,212.0,3.0,35.5,51.0
2016-07-22 04:00:00,212.0,3.0,35.5,51.0
2016-07-22 04:20:00,212.0,3.0,35.5,51.0
2016-07-22 04:40:00,212.0,3.0,35.5,51.0
2016-07-22 05:00:00,212.0,3.0,35.5,51.0
2016-07-22 05:20:00,212.0,3.0,35.5,51.0
2016-07-22 05:40:00,212.0,3.0,35.5,51.0
2016-07-22 06:00:00,220.0,3.6,37.6,45.0
2016-07-22 06:20:00,220.0,3.6,37.6,45.0
2016-07-22 06:40:00,220.0,3.6,37.6,45.0
2016-07-22 07:00:00,220.0,3.6,37.6,45.0
2016-07-22 07:20:00,220.0,3.6,37.6,45.0
2016-07-22 07:40:00,220.0,3.6,37.6,45.0
2016-07-22 08:00:00,220.0,3.6,37.6,45.0
2016-07-22 08:20:00,220.0,3.6,37.6,45.0
2016-07-22 08:40:00,220.0,3.6,37.6,45.0
2016-07-22 09:00:00,226.0,1.9,37.2,45.0
2016-07-22 09:20:00,226.0,1.9,37.2,45.0
2016-07-22 09:40:00,226.0,1.9,37.2,45.0
2016-07-22 10:00:00,226.0,1.9,37.2,45.0
2016-07-22 10:20:00,226.0,1.9,37.2,45.0
2016-07-22 10:40:00,226.0,1.9,37.2,45.0
2016-07-22 11:00:00,226.0,1.9,37.2,45.0
2016-07-22 11:20:00,226.0,1.9,37.2,45.0
2016-07-22 11:40:00,226.0,1.9,37.2,45.0
2016-07-22 12:00:00,238.0,1.7,33.4,54.0
2016-07-22 12:20:00,238.0,1.7,33.4,54.0
2016-07-22 12:40:00,238.0,1.7,33.4,54.0
2016-07-22 13:00:00,238.0,1.7,33.4,54.0
2016-07-22 13:20:00,238.0,1.7,33.4,54.0
2016-07-22 13:40:00,238.0,1.7,33.4,54.0
2016-07-22 14:00:00,238.0,1.7,33.4,54.0
2016-07-22 14:20:00,238.0,1.7,33.4,54.0
2016-07-22 14:40:00,238.0,1.7,33.4,54.0
2016-07-22 15:00:00,190.0,1.6,31.3,67.0
2016-07-22 15:20:00,190.0,1.6,31.3,67.0
2016-07-22 15:40:00,190.0,1.6,31.3,67.0
2016-07-22 16:00:00,190.0,1.6,31.3,67.0
2016-07-22 16:20:00,190.0,1.6,31.3,67.0
2016-07-22 16:40:00,190.0,1.6,31.3,67.0
2016-07-22 17:00:00,190.0,1.6,31.3,67.0
2016-07-22 17:20:00,190.0,1.6,31.3,67.0
2016-07-22 17:40:00,190.0,1.6,31.3,67.0
2016-07-22 18:00:00,205.0,2.1,29.8,74.0
2016-07-22 18:20:00,205.0,2.1,29.8,74.0
2016-07-22 18:40:00,205.0,2.1,29.8,74.0
2016-07-22 19:00:00,205.0,2.1,29.8,74.0
2016-07-22 19:20:00,205.0,2.1,29.8,74.0
2016-07-22 19:40:00,205.0,2.1,29.8,74.0
2016-07-22 20:00:00,205.0,2.1,29.8,74.0
2016-07-22 20:20:00,205.0,2.1,29.8,74.0
2016-07-22 20:40:00,205.0,2.1,29.8,74.0
2016-07-22 21:00:00,207.0,1.3,27.7,83.0
2016-07-22 21:20:00,207.0,1.3,27.7,83.0
2016-07-22 21:40:00,207.0,1.3,27.7,83.0
2016-07-22 22:00:00,207.0,1.3,27.7,83.0
2016-07-22 22:20:00,207.0,1.3,27.7,83.0
2016-07-22 22:40:00,207.0,1.3,27.7,83.0
2016-07-22 23:00:00,207.0,1.3,27.7,83.0
2016-07-22 23:20:00,207.0,1.3,27.7,83.0
2016-07-22 23:40:00,207.0,1.3,27.7,83.0
2016-07-23 00:00:00,221.0,2.4,31.3,69.0
2016-07-23 00:20:00,221.0,2.4,31.3,69.0
2016-07-23 00:40:00,221.0,2.4,31.3,69.0
2016-07-23 01:00:00,221.0,2.4,31.3,69.0
2016-07-23 01:20:00,221.0,2.4,31.3,69.0
2016-07-23 01:40:00,221.0,2.4,31.3,69.0
2016-07-23 02:00:00,221.0,2.4,31.3,69.0
2016-07-23 02:20:00,221.0,2.4,31.3,69.0
2016-07-23 02:40:00,221.0,2.4,31.3,69.0
2016-07-23 03:00:00,169.0,2.6,36.2,52.0
2016-07-23 03:20:00,169.0,2.6,36.2,52.0
2016-07-23 03:40:00,169.0,2.6,36.2,52.0
2016-07-23 04:00:00,169.0,2.6,36.2,52.0
2016-07-23 04:20:00,169.0,2.6,36.2,52.0
2016-07-23 04:40:00,169.0,2.6,36.2,52.0
2016-07-23 05:00:00,169.0,2.6,36.2,52.0
2016-07-23 05:20:00,169.0,2.6,36.2,52.0
2016-07-23 05:40:00,169.0,2.6,36.2,52.0
2016-07-23 06:00:00,206.0,1.8,38.3,42.0
2016-07-23 06:20:00,206.0,1.8,38.3,42.0
2016-07-23 06:40:00,206.0,1.8,38.3,42.0
2016-07-23 07:00:00,206.0,1.8,38.3,42.0
2016-07-23 07:20:00,206.0,1.8,38.3,42.0
2016-07-23 07:40:00,206.0,1.8,38.3,42.0
2016-07-23 08:00:00,206.0,1.8,38.3,42.0
2016-07-23 08:20:00,206.0,1.8,38.3,42.0
2016-07-23 08:40:00,206.0,1.8,38.3,42.0
2016-07-23 09:00:00,236.0,1.6,38.0,45.0
2016-07-23 09:20:00,236.0,1.6,38.0,45.0
2016-07-23 09:40:00,236.0,1.6,38.0,45.0
2016-07-23 10:00:00,236.0,1.6,38.0,45.0
2016-07-23 10:20:00,236.0,1.6,38.0,45.0
2016-07-23 10:40:00,236.0,1.6,38.0,45.0
2016-07-23 11:00:00,236.0,1.6,38.0,45.0
2016-07-23 11:20:00,236.0,1.6,38.0,45.0
2016-07-23 11:40:00,236.0,1.6,38.0,45.0
2016-07-23 12:00:00,106.0,1.5,35.6,50.0
2016-07-23 12:20:00,106.0,1.5,35.6,50.0
2016-07-23 12:40:00,106.0,1.5,35.6,50.0
2016-07-23 13:00:00,106.0,1.5,35.6,50.0
2016-07-23 13:20:00,106.0,1.5,35.6,50.0
2016-07-23 13:40:00,106.0,1.5,35.6,50.0
2016-07-23 14:00:00,106.0,1.5,35.6,50.0
2016-07-23 14:20:00,106.0,1.5,35.6,50.0
2016-07-23 14:40:00,106.0,1.5,35.6,50.0
2016-07-23 15:00:00,150.0,1.2,33.6,61.0
2016-07-23 15:20:00,150.0,1.2,33.6,61.0
2016-07-23 15:40:00,150.0,1.2,33.6,61.0
2016-07-23 16:00:00,150.0,1.2,33.6,61.0
2016-07-23 16:20:00,150.0,1.2,33.6,61.0
2016-07-23 16:40:00,150.0,1.2,33.6,61.0
2016-07-23 17:00:00,150.0,1.2,33.6,61.0
2016-07-23 17:20:00,150.0,1.2,33.6,61.0
2016-07-23 17:40:00,150.0,1.2,33.6,61.0
2016-07-23 18:00:00,213.0,1.1,31.1,71.0
2016-07-23 18:20:00,213.0,1.1,31.1,71.0
2016-07-23 18:40:00,213.0,1.1,31.1,71.0
2016-07-23 19:00:00,213.0,1.1,31.1,71.0
2016-07-23 19:20:00,213.0,1.1,31.1,71.0
2016-07-23 19:40:00,213.0,1.1,31.1,71.0
2016-07-23 20:00:00,213.0,1.1,31.1,71.0
2016-07-23 20:20:00,213.0,1.1,31.1,71.0
2016-07-23 20:40:00,213.0,1.1,31.1,71.0
2016-07-23 21:00:00,223.0,1.8,29.0,82.0
2016-07-23 21:20:00,223.0,1.8,29.0,82.0
2016-07-23 21:40:00,223.0,1.8,29.0,82.0
2016-07-23 22:00:00,223.0,1.8,29.0,82.0
2016-07-23 22:20:00,223.0,1.8,29.0,82.0
2016-07-23 22:40:00,223.0,1.8,29.0,82.0
2016-07-23 23:00:00,223.0,1.8,29.0,82.0
2016-07-23 23:20:00,223.0,1.8,29.0,82.0
2016-07-23 23:40:00,223.0,1.8,29.0,82.0
2016-07-24 00:00:00,225.0,1.2,32.1,70.0
2016-07-24 00:20:00,225.0,1.2,32.1,70.0
2016-07-24 00:40:00,225.0,1.2,32.1,70.0
2016-07-24 01:00:00,225.0,1.2,32.1,70.0
2016-07-24 01:20:00,225.0,1.2,32.1,70.0
2016-07-24 01:40:00,225.0,1.2,32.1,70.0
2016-07-24 02:00:00,225.0,1.2,32.1,70.0
2016-07-24 02:20:00,225.0,1.2,32.1,70.0
2016-07-24 02:40:00,225.0,1.2,32.1,70.0
2016-07-24 03:00:00,181.0,1.9,36.8,52.0
2016-07-24 03:20:00,181.0,1.9,36.8,52.0
2016-07-24 03:40:00,181.0,1.9,36.8,52.0
2016-07-24 04:00:00,181.0,1.9,36.8,52.0
2016-07-24 04:20:00,181.0,1.9,36.8,52.0
2016-07-24 04:40:00,181.0,1.9,36.8,52.0
2016-07-24 05:00:00,181.0,1.9,36.8,52.0
2016-07-24 05:20:00,181.0,1.9,36.8,52.0
2016-07-24 05:40:00,181.0,1.9,36.8,52.0
2016-07-24 06:00:00,285.0,1.7,38.8,40.0
2016-07-24 06:20:00,285.0,1.7,38.8,40.0
2016-07-24 06:40:00,285.0,1.7,38.8,40.0
2016-07-24 07:00:00,285.0,1.7,38.8,40.0
2016-07-24 07:20:00,285.0,1.7,38.8,40.0
2016-07-24 07:40:00,285.0,1.7,38.8,40.0
2016-07-24 08:00:00,285.0,1.7,38.8,40.0
2016-07-24 08:20:00,285.0,1.7,38.8,40.0
2016-07-24 08:40:00,285.0,1.7,38.8,40.0
2016-07-24 09:00:00,177.0,0.9,39.4,38.0
2016-07-24 09:20:00,177.0,0.9,39.4,38.0
2016-07-24 09:40:00,177.0,0.9,39.4,38.0
2016-07-24 10:00:00,177.0,0.9,39.4,38.0
2016-07-24 10:20:00,177.0,0.9,39.4,38.0
2016-07-24 10:40:00,177.0,0.9,39.4,38.0
2016-07-24 11:00:00,177.0,0.9,39.4,38.0
2016-07-24 11:20:00,177.0,0.9,39.4,38.0
2016-07-24 11:40:00,177.0,0.9,39.4,38.0
2016-07-24 12:00:00,96.0,2.1,35.0,61.0
2016-07-24 12:20:00,96.0,2.1,35.0,61.0
2016-07-24 12:40:00,96.0,2.1,35.0,61.0
2016-07-24 13:00:00,96.0,2.1,35.0,61.0
2016-07-24 13:20:00,96.0,2.1,35.0,61.0
2016-07-24 13:40:00,96.0,2.1,35.0,61.0
2016-07-24 14:00:00,96.0,2.1,35.0,61.0
2016-07-24 14:20:00,96.0,2.1,35.0,61.0
2016-07-24 14:40:00,96.0,2.1,35.0,61.0
2016-07-24 15:00:00,190.0,1.4,33.3,65.0
2016-07-24 15:20:00,190.0,1.4,33.3,65.0
2016-07-24 15:40:00,190.0,1.4,33.3,65.0
2016-07-24 16:00:00,190.0,1.4,33.3,65.0
2016-07-24 16:20:00,190.0,1.4,33.3,65.0
2016-07-24 16:40:00,190.0,1.4,33.3,65.0
2016-07-24 17:00:00,190.0,1.4,33.3,65.0
2016-07-24 17:20:00,190.0,1.4,33.3,65.0
2016-07-24 17:40:00,190.0,1.4,33.3,65.0
2016-07-24 18:00:00,113.0,0.5,31.1,72.0
2016-07-24 18:20:00,113.0,0.5,31.1,72.0
2016-07-24 18:40:00,113.0,0.5,31.1,72.0
2016-07-24 19:00:00,113.0,0.5,31.1,72.0
2016-07-24 19:20:00,113.0,0.5,31.1,72.0
2016-07-24 19:40:00,113.0,0.5,31.1,72.0
2016-07-24 20:00:00,113.0,0.5,31.1,72.0
2016-07-24 20:20:00,113.0,0.5,31.1,72.0
2016-07-24 20:40:00,113.0,0.5,31.1,72.0
2016-07-24 21:00:00,214.0,1.9,29.9,79.0
2016-07-24 21:20:00,214.0,1.9,29.9,79.0
2016-07-24 21:40:00,214.0,1.9,29.9,79.0
2016-07-24 22:00:00,214.0,1.9,29.9,79.0
2016-07-24 22:20:00,214.0,1.9,29.9,79.0
2016-07-24 22:40:00,214.0,1.9,29.9,79.0
2016-07-24 23:00:00,214.0,1.9,29.9,79.0
2016-07-24 23:20:00,214.0,1.9,29.9,79.0
2016-07-24 23:40:00,214.0,1.9,29.9,79.0
2016-07-25 00:00:00,185.0,1.6,32.1,73.0
2016-07-25 00:20:00,185.0,1.6,32.1,73.0
2016-07-25 00:40:00,185.0,1.6,32.1,73.0
2016-07-25 01:00:00,185.0,1.6,32.1,73.0
2016-07-25 01:20:00,185.0,1.6,32.1,73.0
2016-07-25 01:40:00,185.0,1.6,32.1,73.0
2016-07-25 02:00:00,185.0,1.6,32.1,73.0
2016-07-25 02:20:00,185.0,1.6,32.1,73.0
2016-07-25 02:40:00,185.0,1.6,32.1,73.0
2016-07-25 03:00:00,191.0,2.5,35.5,58.0
2016-07-25 03:20:00,191.0,2.5,35.5,58.0
2016-07-25 03:40:00,191.0,2.5,35.5,58.0
2016-07-25 04:00:00,191.0,2.5,35.5,58.0
2016-07-25 04:20:00,191.0,2.5,35.5,58.0
2016-07-25 04:40:00,191.0,2.5,35.5,58.0
2016-07-25 05:00:00,191.0,2.5,35.5,58.0
2016-07-25 05:20:00,191.0,2.5,35.5,58.0
2016-07-25 05:40:00,191.0,2.5,35.5,58.0
2016-07-25 06:00:00,198.0,2.0,38.8,43.0
2016-07-25 06:20:00,198.0,2.0,38.8,43.0
2016-07-25 06:40:00,198.0,2.0,38.8,43.0
2016-07-25 07:00:00,198.0,2.0,38.8,43.0
2016-07-25 07:20:00,198.0,2.0,38.8,43.0
2016-07-25 07:40:00,198.0,2.0,38.8,43.0
2016-07-25 08:00:00,198.0,2.0,38.8,43.0
2016-07-25 08:20:00,198.0,2.0,38.8,43.0
2016-07-25 08:40:00,198.0,2.0,38.8,43.0
2016-07-25 09:00:00,79.0,4.1,37.6,50.0
2016-07-25 09:20:00,79.0,4.1,37.6,50.0
2016-07-25 09:40:00,79.0,4.1,37.6,50.0
2016-07-25 10:00:00,79.0,4.1,37.6,50.0
2016-07-25 10:20:00,79.0,4.1,37.6,50.0
2016-07-25 10:40:00,79.0,4.1,37.6,50.0
2016-07-25 11:00:00,79.0,4.1,37.6,50.0
2016-07-25 11:20:00,79.0,4.1,37.6,50.0
2016-07-25 11:40:00,79.0,4.1,37.6,50.0
2016-07-25 12:00:00,80.0,2.8,35.4,53.0
2016-07-25 12:20:00,80.0,2.8,35.4,53.0
2016-07-25 12:40:00,80.0,2.8,35.4,53.0
2016-07-25 13:00:00,80.0,2.8,35.4,53.0
2016-07-25 13:20:00,80.0,2.8,35.4,53.0
2016-07-25 13:40:00,80.0,2.8,35.4,53.0
2016-07-25 14:00:00,80.0,2.8,35.4,53.0
2016-07-25 14:20:00,80.0,2.8,35.4,53.0
2016-07-25 14:40:00,80.0,2.8,35.4,53.0
2016-07-25 15:00:00,271.0,0.6,32.9,69.0
2016-07-25 15:20:00,271.0,0.6,32.9,69.0
2016-07-25 15:40:00,271.0,0.6,32.9,69.0
2016-07-25 16:00:00,271.0,0.6,32.9,69.0
