,traffic_flow,travel_time
534.0,3.0,101.05
535.0,5.0,113.286
536.0,5.0,97.004
537.0,4.0,95.8425
538.0,3.0,87.2233333333
539.0,3.0,81.5166666667
540.0,5.0,82.382
541.0,7.0,110.267142857
542.0,5.0,103.058
543.0,4.0,99.29
544.0,4.0,117.5025
545.0,7.0,119.157142857
546.0,6.0,98.37
547.0,6.0,100.856666667
548.0,3.0,103.113333333
549.0,2.0,76.72
550.0,7.0,110.895714286
551.0,4.0,114.3875
552.0,7.0,113.935714286
553.0,6.0,121.548333333
554.0,10.0,117.938
555.0,5.0,110.104
556.0,4.0,106.0325
557.0,3.0,118.043333333
558.0,3.0,90.5666666667
559.0,9.0,102.63
560.0,5.0,141.018
561.0,3.0,102.3
562.0,3.0,136.63
563.0,3.0,106.713333333
564.0,1.0,125.02
565.0,3.0,95.51
566.0,5.0,134.554
567.0,1.0,90.39
568.0,1.0,125.76
569.0,3.0,117.223333333
570.0,2.0,85.665
571.0,2.0,79.08
572.0,1.0,124.65
573.0,1.0,115.59
574.0,1.0,99.02
575.0,1.0,82.45
576.0,1.0,63.17
577.0,2.0,111.32
578.0,2.0,143.73
579.0,1.5,118.295
580.0,1.0,92.86
581.0,1.0,137.04
582.0,1.0,128.28
583.0,1.0,119.52
584.0,1.0,110.76
585.0,1.0,102.0
586.0,1.0,86.955
587.0,1.0,71.91
588.0,1.0,133.17
589.0,1.5,114.3
590.0,2.0,95.43
591.0,1.0,82.03
592.0,1.0,126.78
593.0,1.0,148.085
594.0,1.0,169.39
595.0,4.0,129.145
596.0,3.0,130.343333333
597.0,3.0,110.736666667
598.0,4.0,137.2525
599.0,3.0,153.223333333
600.0,6.0,126.315
601.0,5.0,105.508
602.0,5.0,120.168
603.0,9.0,133.917777778
604.0,9.0,116.517777778
605.0,7.0,112.831428571
606.0,5.0,110.858
607.0,6.0,104.761666667
608.0,5.0,79.346
609.0,4.0,97.795
610.0,3.0,111.916666667
611.0,3.0,105.413333333
612.0,5.0,105.732
613.0,7.0,77.3985714286
614.0,6.0,93.83
615.0,2.0,88.885
616.0,3.0,104.96
617.0,4.0,126.6525
618.0,5.0,113.818
619.0,7.0,111.672857143
620.0,3.0,102.943333333
621.0,9.0,152.552222222
622.0,2.0,139.94
623.0,8.0,100.97
624.0,1.0,99.86
625.0,6.0,97.9716666667
626.0,1.0,114.05
627.0,7.0,112.204285714
628.0,7.0,115.49
629.0,3.0,104.29
630.0,1.0,82.82
631.0,3.0,91.5866666667
632.0,9.0,100.07
633.0,2.0,111.77
634.0,2.5,132.645
635.0,3.0,153.52
636.0,4.0,116.5725
637.0,1.0,163.49
638.0,1.0,91.69
639.0,4.0,114.0475
640.0,2.0,156.285
641.0,2.0,118.145
642.0,1.0,92.29
643.0,2.0,147.525
644.0,1.0,80.67
645.0,2.0,83.065
646.0,2.0,82.87875
647.0,2.0,82.6925
648.0,2.0,82.50625
649.0,2.0,82.32
650.0,2.0,85.9025
651.0,2.0,89.485
652.0,1.75,89.72375
653.0,1.5,89.9625
654.0,1.25,90.20125
655.0,1.0,90.44
656.0,1.0,75.78
657.0,2.0,121.87
658.0,1.8,115.944
659.0,1.6,110.018
660.0,1.4,104.092
661.0,1.2,98.166
662.0,1.0,92.24
663.0,1.0,70.33
664.0,1.0,73.14
665.0,2.0,85.6783333333
666.0,3.0,98.2166666667
667.0,1.0,102.33
668.0,4.0,127.9675
669.0,4.0,85.84
670.0,6.0,146.261666667
671.0,5.0,189.7
672.0,2.0,169.24
673.0,3.0,163.316666667
674.0,5.0,126.568
675.0,4.0,173.8075
676.0,1.0,197.87
677.0,5.0,145.53
678.0,7.0,133.602857143
679.0,6.0,122.91
680.0,4.0,120.0625
681.0,3.0,117.56
682.0,6.0,138.15
683.0,1.0,102.45
684.0,6.0,116.326666667
685.0,4.0,125.1775
686.0,2.0,140.86
687.0,8.0,102.03375
688.0,4.0,153.2875
689.0,4.0,113.6575
690.0,3.0,97.8133333333
691.0,3.0,101.666666667
692.0,4.0,110.6125
693.0,10.0,119.527
694.0,3.0,174.506666667
695.0,3.0,151.075
696.0,3.0,127.643333333
697.0,1.0,95.75
698.0,3.0,128.303333333
699.0,2.0,132.68
700.0,3.0,129.943333333
701.0,6.0,112.396666667
702.0,3.0,91.6
703.0,4.0,115.565
704.0,8.0,125.64875
705.0,5.0,132.844
706.0,2.0,119.18
707.0,1.0,131.03
708.0,5.0,132.498
709.0,3.0,118.47
710.0,2.0,142.425
711.0,5.0,114.654
712.0,3.0,98.67
713.0,2.0,117.53
714.0,3.0,85.19
715.0,1.0,99.96
716.0,6.0,113.218333333
717.0,1.0,69.71
718.0,1.0,92.89
719.0,1.33333333333,106.586666667
720.0,1.66666666667,120.283333333
721.0,2.0,133.98
722.0,1.0,82.66
723.0,1.0,68.73
724.0,1.0,78.8
725.0,1.0,88.87
726.0,1.0,87.24
727.0,1.0,99.34
728.0,1.0,111.44
729.0,1.0,97.22
730.0,3.0,96.82
731.0,2.33333333333,88.66
732.0,1.66666666667,80.5
733.0,1.0,72.34
734.0,1.0,92.52
735.0,2.0,87.835
736.0,2.5,86.8575
737.0,3.0,85.88
738.0,3.0,133.753333333
739.0,2.0,140.17
740.0,2.0,161.055
741.0,5.0,114.676
742.0,3.0,157.923333333
743.0,2.0,122.905
744.0,4.0,178.9325
745.0,5.0,151.302
746.0,3.0,124.6
747.0,7.0,143.3
748.0,6.0,157.546666667
749.0,7.0,132.804285714
750.0,2.0,105.52
751.0,3.5,122.154
752.0,5.0,138.788
753.0,5.0,113.916
754.0,1.0,104.39
755.0,10.0,114.535
756.0,4.0,100.1025
757.0,9.0,118.644444444
758.0,2.0,100.04
759.0,3.0,90.4466666667
760.0,2.0,109.06
761.0,7.0,98.0785714286
762.0,2.0,122.91
763.0,4.0,115.035
764.0,8.0,139.275
765.0,2.0,161.84
766.0,2.0,106.775
767.0,7.0,91.18
768.0,4.0,107.29
769.0,1.0,164.75
770.0,2.0,105.64
771.0,4.0,113.3775
772.0,5.0,117.20375
773.0,6.0,121.03
774.0,4.0,105.96
775.0,6.0,106.021666667
776.0,3.0,147.59
777.0,4.0,96.325
778.0,5.0,125.2
779.0,1.0,118.95
780.0,2.0,138.235
781.0,3.0,121.92
782.0,5.0,110.612
783.0,4.0,135.4325
784.0,4.0,116.80375
785.0,4.0,98.175
786.0,4.0,82.9075
787.0,3.0,110.583333333
788.0,1.0,109.76
789.0,1.5,97.255
790.0,2.0,84.75
791.0,2.66666666667,94.8616666667
792.0,3.33333333333,104.973333333
793.0,4.0,115.085
794.0,1.0,66.04
795.0,2.5,90.26875
796.0,4.0,114.4975
797.0,2.0,67.7
798.0,1.75,73.665
799.0,1.5,79.63
800.0,1.25,85.595
801.0,1.0,91.56
802.0,1.0,107.98
803.0,1.0,115.05
804.0,1.0,122.12
805.0,1.0,129.19
806.0,1.0,136.26
807.0,2.0,127.22
808.0,1.0,69.14
809.0,1.0,89.06
810.0,2.0,71.59
811.0,3.0,105.78875
812.0,4.0,139.9875
813.0,4.0,78.4875
814.0,4.0,121.315
815.0,3.0,114.726666667
816.0,7.0,150.23
817.0,1.0,109.79
818.0,2.0,99.04
819.0,4.0,131.705
820.0,4.0,168.09
821.0,4.0,144.94
822.0,3.0,156.956666667
823.0,7.0,129.168571429
824.0,1.0,137.47
825.0,6.0,132.611666667
826.0,4.0,167.805
827.0,5.0,138.26
828.0,8.0,128.3525
829.0,4.0,123.3275
830.0,8.0,130.96125
831.0,1.0,195.57
832.0,6.0,123.828333333
833.0,5.0,138.9
834.0,3.0,138.936666667
835.0,2.0,101.485
836.0,5.0,117.214
837.0,10.0,131.535
838.0,4.0,146.8375
839.0,1.0,107.56
840.0,2.0,169.845
841.0,1.0,181.42
842.0,2.0,164.865
843.0,3.0,200.416666667
844.0,4.0,133.52
845.0,6.0,113.5
846.0,4.0,129.9575
847.0,5.0,121.664
848.0,4.0,129.0375
849.0,4.0,104.0975
850.0,3.0,118.3
851.0,1.0,141.24
852.0,4.0,131.7425
853.0,2.0,142.795
854.0,4.0,97.575
855.0,3.0,117.656666667
856.0,3.0,88.33
857.0,4.0,116.695
858.0,4.0,113.8275
859.0,2.0,91.01
860.0,1.0,63.86
861.0,2.0,134.77
862.0,1.0,102.94
863.0,2.0,87.4083333333
864.0,3.0,71.8766666667
865.0,2.0,87.625
866.0,1.8,98.112
867.0,1.6,108.599
868.0,1.4,119.086
869.0,1.2,129.573
870.0,1.0,140.06
871.0,1.0,120.7
872.0,1.0,101.34
873.0,1.0,81.98
874.0,1.0,104.8475
875.0,1.0,127.715
876.0,1.0,150.5825
877.0,1.0,173.45
878.0,1.0,143.803333333
879.0,1.0,114.156666667
880.0,1.0,84.51
881.0,1.0,94.92
882.0,1.0,81.92
883.0,3.0,113.103333333
884.0,1.0,95.83
885.0,1.0,75.4
886.0,4.0,97.0325
887.0,2.0,133.215
888.0,2.0,111.93
889.0,6.0,128.921666667
890.0,3.0,128.586666667
891.0,2.0,90.03
892.0,6.0,106.981666667
893.0,5.0,124.83
894.0,6.0,120.33
895.0,2.0,133.015
896.0,8.0,141.4825
897.0,6.0,143.33
898.0,5.0,132.336
899.0,4.0,97.62
900.0,6.0,113.615
901.0,4.0,118.4275
902.0,2.0,94.125
903.0,5.0,84.376
904.0,3.0,142.693333333
905.0,2.0,88.77
906.0,5.0,164.56
907.0,2.0,122.1
908.0,1.0,121.89
909.0,6.0,111.805
910.0,6.0,133.781666667
911.0,3.0,117.673333333
912.0,3.5,112.007916667
913.0,4.0,106.3425
914.0,2.0,106.47
915.0,2.0,95.36
916.0,3.0,132.106666667
917.0,2.0,110.415
918.0,2.0,88.245
919.0,3.0,131.603333333
920.0,3.0,127.54
921.0,6.0,103.946666667
922.0,2.0,142.735
923.0,4.0,95.825
924.0,3.0,106.13
925.0,2.0,113.64
926.0,7.0,112.728571429
927.0,4.0,94.4
928.0,4.0,116.885
929.0,3.0,101.156666667
930.0,2.5,116.735833333
931.0,2.0,132.315
932.0,7.0,90.6957142857
933.0,4.0,105.707857143
934.0,1.0,120.72
935.0,1.33333333333,113.56
936.0,1.66666666667,106.4
937.0,2.0,99.24
938.0,3.0,101.986666667
939.0,2.0,90.0683333333
940.0,1.0,78.15
941.0,3.0,89.6633333333
942.0,1.0,93.86
943.0,2.0,89.68
944.0,2.0,92.87
945.0,2.0,96.06
946.0,2.0,99.25
947.0,2.0,102.44
948.0,2.0,105.63
949.0,2.0,108.82
950.0,2.0,112.01
951.0,2.0,100.425
952.0,1.5,108.3275
953.0,1.0,116.23
954.0,2.0,91.505
955.0,1.0,136.3
956.0,1.0,91.45
957.0,4.0,159.0675
958.0,5.0,130.8
959.0,9.0,150.774444444
960.0,4.0,157.6775
961.0,2.0,177.06
962.0,3.0,157.663333333
963.0,4.0,136.8
964.0,4.0,149.78
965.0,3.0,116.46
966.0,6.0,128.0
967.0,4.0,114.3575
968.0,2.0,100.715
969.0,1.0,120.12
970.0,5.0,102.79
971.0,1.0,185.14
972.0,6.0,111.273333333
973.0,5.0,109.636
974.0,3.0,115.28
975.0,4.0,115.5175
976.0,2.0,117.705
977.0,6.0,114.456666667
978.0,6.0,130.651666667
979.0,3.0,125.17
980.0,6.0,109.288333333
981.0,3.0,115.713333333
982.0,7.0,109.09
983.0,11.0,108.098181818
984.0,5.0,126.592
985.0,3.0,113.383333333
986.0,6.0,138.458333333
987.0,4.0,162.6625
988.0,4.0,96.6325
989.0,7.0,132.088571429
990.0,4.0,113.085
991.0,4.0,140.0425
992.0,5.0,138.924
993.0,5.0,100.258
994.0,3.0,138.16
995.0,2.0,110.58
996.0,2.0,97.245
997.0,8.0,108.68375
998.0,1.0,133.95
999.0,2.0,103.11
1000.0,2.5,121.97
1001.0,3.0,140.83
1002.0,2.5,130.6
1003.0,2.0,120.37
1004.0,1.0,87.07
1005.0,2.0,100.455
1006.0,2.0,99.155
1007.0,1.0,167.08
1008.0,1.0,69.8
1009.0,2.0,92.185
1010.0,1.5,122.9925
1011.0,1.0,153.8
1012.0,1.0,142.294
1013.0,1.0,130.788
1014.0,1.0,119.282
1015.0,1.0,107.776
1016.0,1.0,96.27
1017.0,1.0,88.57
1018.0,1.0,80.87
1019.0,1.0,86.64
1020.0,1.0,92.41
1021.0,1.0,98.18
1022.0,1.0,116.72
1023.0,2.0,106.115
1024.0,3.0,100.353333333
1025.0,3.0,86.2766666667
1026.0,1.0,78.75
1027.0,2.0,97.76
1028.0,2.0,84.76
1029.0,7.0,130.201428571
1030.0,2.0,118.13
1031.0,2.0,121.205
1032.0,3.0,163.363333333
1033.0,6.0,133.511666667
1034.0,3.0,142.383333333
1035.0,1.0,161.87
1036.0,4.0,156.3125
1037.0,5.0,155.746
1038.0,8.0,152.405
1039.0,4.0,139.6
1040.0,3.0,129.256666667
1041.0,2.0,144.07
1042.0,5.0,122.67
1043.0,4.0,112.5075
1044.0,5.0,121.30375
1045.0,6.0,130.1
1046.0,5.0,88.32
1047.0,5.0,91.022
1048.0,4.0,146.2175
1049.0,3.0,105.936666667
1050.0,4.0,114.4375
1051.0,7.0,105.018571429
1052.0,6.0,148.656666667
1053.0,7.0,100.848571429
1054.0,3.0,114.356666667
1055.0,4.0,102.6025
1056.0,7.0,95.8842857143
1057.0,4.0,107.2825
1058.0,3.0,113.043333333
1059.0,5.0,119.234
1060.0,4.0,140.7375
1061.0,6.0,128.105
1062.0,4.0,127.165
1063.0,8.0,96.1325
1064.0,4.0,121.46
1065.0,4.0,91.7125
1066.0,3.0,154.086666667
1067.0,7.0,124.807142857
1068.0,5.0,101.368
1069.0,6.0,133.51
1070.0,7.0,116.122857143
1071.0,3.0,104.983333333
1072.0,3.0,141.013333333
1073.0,2.0,125.105
1074.0,5.0,125.086
1075.0,1.0,170.11
1076.0,1.0,83.76
1077.0,1.0,142.94
1078.0,2.0,132.97
1079.0,1.75,127.0225
1080.0,1.5,121.075
1081.0,1.25,115.1275
1082.0,1.0,109.18
1083.0,1.0,77.19
1084.0,1.5,85.36
1085.0,2.0,93.53
1086.0,1.5,90.17
1087.0,1.0,86.81
1088.0,1.25,87.7125
1089.0,1.5,88.615
1090.0,1.75,89.5175
1091.0,2.0,90.42
