,traffic_flow,travel_time
852.0,2.0,147.203
853.0,2.0,159.709
854.0,2.0,172.215
855.0,2.0,161.97
856.0,2.0,151.725
857.0,1.75,146.70625
858.0,1.5,141.6875
859.0,1.25,136.66875
860.0,1.0,131.65
861.0,1.0,131.825
862.0,1.0,132.0
863.0,1.0,132.175
864.0,1.0,132.35
865.0,1.0,132.525
866.0,1.0,132.7
867.0,1.0,132.875
868.0,1.0,133.05
869.0,1.0,133.225
870.0,1.0,133.4
871.0,1.0,125.215714286
872.0,1.0,117.031428571
873.0,1.0,108.847142857
874.0,1.0,100.662857143
875.0,1.0,92.4785714286
876.0,1.0,84.2942857143
877.0,1.0,76.11
878.0,1.0,149.71
879.0,1.0,138.1075
880.0,1.0,126.505
881.0,1.0,114.9025
882.0,1.0,103.3
883.0,1.0,103.09
884.0,1.0,102.88
885.0,2.0,128.92
886.0,3.0,77.34
887.0,1.0,101.74
888.0,2.5,99.16875
889.0,4.0,96.5975
890.0,1.0,80.04
891.0,1.5,116.2125
892.0,2.0,152.385
893.0,1.0,67.21
894.0,1.0,105.015
895.0,1.0,142.82
896.0,2.0,101.06
897.0,1.0,90.3
898.0,1.0,102.95
899.0,1.0,63.23
900.0,2.0,77.9866666667
901.0,3.0,92.7433333333
902.0,3.0,80.67
903.0,3.0,108.1
904.0,1.0,191.53
905.0,1.0,55.75
906.0,2.0,61.09
907.0,1.0,188.04
908.0,2.0,136.715
909.0,2.0,130.636666667
910.0,2.0,124.558333333
911.0,2.0,118.48
912.0,1.0,160.48
913.0,2.0,160.76
914.0,3.0,161.04
915.0,2.75,151.36
916.0,2.5,141.68
917.0,2.25,132.0
918.0,2.0,122.32
919.0,1.66666666667,121.973333333
920.0,1.33333333333,121.626666667
921.0,1.0,121.28
922.0,1.0,122.445
923.0,1.0,123.61
924.0,1.0,163.5
925.0,1.0,203.39
926.0,1.0,169.376666667
927.0,1.0,135.363333333
928.0,1.0,101.35
929.0,1.0,62.49
930.0,1.0,66.0142857143
931.0,1.0,69.5385714286
932.0,1.0,73.0628571429
933.0,1.0,76.5871428571
934.0,1.0,80.1114285714
935.0,1.0,83.6357142857
936.0,1.0,87.16
937.0,1.0,82.692
938.0,1.0,78.224
939.0,1.0,73.756
940.0,1.0,69.288
941.0,1.0,64.82
942.0,1.0,83.78
943.0,1.0,102.74
944.0,1.0,101.59
945.0,1.0,100.44
946.0,1.0,99.29
947.0,1.0,98.14
948.0,1.0,96.99
949.0,1.0,95.84
950.0,1.0,94.69
951.0,1.0,93.54
952.0,1.0,120.673333333
953.0,1.0,147.806666667
954.0,1.0,174.94
955.0,1.0,65.01
956.0,3.0,136.783333333
957.0,1.0,43.55
958.0,1.0,128.15
959.0,1.0,113.456666667
960.0,1.0,98.7633333333
961.0,1.0,84.07
962.0,1.0,69.3766666667
963.0,1.0,54.6833333333
964.0,1.0,39.99
965.0,1.0,127.53
966.0,1.0,55.96
967.0,1.0,75.31
968.0,1.0,94.66
969.0,2.0,105.525
970.0,1.66666666667,98.2566666667
971.0,1.33333333333,90.9883333333
972.0,1.0,83.72
973.0,1.0,93.85
974.0,1.0,72.96
975.0,1.0,52.07
976.0,1.0,127.04
977.0,1.0,84.69
978.0,2.0,161.455
979.0,1.0,72.16
980.0,2.0,156.415
981.0,2.0,138.195
982.0,2.0,119.975
983.0,2.0,101.755
984.0,2.0,83.535
985.0,1.0,98.84
986.0,1.0,108.14
987.0,1.0,117.44
988.0,1.5,98.2825
989.0,2.0,79.125
990.0,1.5,86.0775
991.0,1.0,93.03
992.0,1.5,102.025
993.0,2.0,111.02
994.0,1.5,126.295
995.0,1.0,141.57
996.0,1.0,133.18
997.0,1.0,124.79
998.0,1.0,116.4
999.0,1.0,121.6
1000.0,1.0,126.8
1001.0,1.0,132.0
1002.0,1.0,137.2
1003.0,1.0,142.4
1004.0,1.0,147.6
1005.0,1.0,144.505625
1006.0,1.0,141.41125
1007.0,1.0,138.316875
1008.0,1.0,135.2225
1009.0,1.0,132.128125
1010.0,1.0,129.03375
1011.0,1.0,125.939375
1012.0,1.0,122.845
1013.0,1.0,119.750625
1014.0,1.0,116.65625
1015.0,1.0,113.561875
1016.0,1.0,110.4675
1017.0,1.0,107.373125
1018.0,1.0,104.27875
1019.0,1.0,101.184375
1020.0,1.0,98.09
1021.0,1.0,89.9433333333
1022.0,1.0,81.7966666667
1023.0,1.0,73.65
1024.0,1.5,96.5725
1025.0,2.0,119.495
1026.0,2.0,104.8775
1027.0,2.0,90.26
1028.0,4.0,102.1375
1029.0,1.0,68.64
1030.0,1.0,125.52
1031.0,1.0,30.3
1032.0,1.0,67.84
1033.0,1.0,108.21
1034.0,2.0,117.785
1035.0,4.0,100.67
1036.0,2.0,104.31
1037.0,1.0,95.01
1038.0,1.0,141.06
1039.0,1.5,148.48
1040.0,2.0,155.9
1041.0,1.0,132.65
1042.0,1.0,109.67
1043.0,1.0,86.69
1044.0,2.0,79.3016666667
1045.0,3.0,71.9133333333
1046.0,4.0,64.525
1047.0,2.5,81.0475
1048.0,1.0,97.57
1049.0,1.0,87.79
1050.0,1.0,78.01
1051.0,1.0,68.23
1052.0,1.0,92.51
1053.0,1.0,103.043333333
1054.0,1.0,113.576666667
1055.0,1.0,124.11
1056.0,1.0,77.61
1057.0,1.33333333333,88.395
1058.0,1.66666666667,99.18
1059.0,2.0,109.965
1060.0,1.0,72.1
1061.0,1.0,212.92
1062.0,1.14285714286,200.955
1063.0,1.28571428571,188.99
1064.0,1.42857142857,177.025
1065.0,1.57142857143,165.06
1066.0,1.71428571429,153.095
1067.0,1.85714285714,141.13
1068.0,2.0,129.165
1069.0,1.8,135.156
1070.0,1.6,141.147
1071.0,1.4,147.138
1072.0,1.2,153.129
